87616.86973381042,990.5363375544548
79916.68807792664,1032.5256323814392
77540.48387145996,1475.7596673965454
76713.23551559448,1311.0505691617727
75901.09807395935,1499.0174660086632
76017.29413986206,1456.776946425438
74608.8128452301,1378.8387253582478
76382.52405929565,1325.5529223680496
74410.33375167847,1420.006865620613
74301.48272514343,1450.1264915913343
73796.88194847107,1424.4973199665546
73872.13285064697,1525.2681973576546
72805.2747001648,1596.4124947786331
72196.72835540771,1555.1332651376724
71702.00872802734,1552.262966632843
72421.44982719421,1527.7842890024185
71749.46081352234,1562.413569778204
71213.26760101318,1634.5517669916153
71076.76561355591,1551.8902707099915
70542.37616729736,1598.0232791900635
70007.73431396484,1621.639210343361
69742.1722202301,1602.1880422532558
68255.41243171692,1637.8233605027199
68874.40493392944,1637.5913840532303
69452.29706001282,1594.8129821419716
68168.576669693,1632.8151109218597
67557.86547851562,1640.1989157795906
67953.6222038269,1685.1869307160378
66344.91197776794,1655.915200471878
65947.51151275635,1684.0815424919128
64820.87884712219,1659.2260332107544
64719.6851978302,1667.0831801891327
63942.19249534607,1673.7654280364513
63274.2363243103,1656.751942485571
62927.143483161926,1711.9866969585419
61536.7907371521,1691.132087647915
61582.715688705444,1703.7225847542286
60857.720655441284,1681.7531727403402
59454.17498779297,1713.2608689665794
59579.31138896942,1751.0885506272316
58681.079540252686,1724.3757263422012
58083.8532333374,1728.3348675370216
58329.159746170044,1696.306249409914
56801.81899642944,1749.9688046574593
56365.26276779175,1722.0164594054222
56440.21284675598,1738.7360692620277
56108.030740737915,1715.5818534493446
55535.841707229614,1771.724458515644
54514.41120529175,1770.1316609978676
54113.415939331055,1755.5821503400803
54089.65345001221,1772.7223275899887
53655.96035385132,1753.3782866299152
52825.59604358673,1802.9017093777657
52902.32752418518,1787.6350259780884
53014.55075836182,1767.1424288451672
52520.42003250122,1802.5421969890594
51907.010009765625,1772.2059832811356
50678.86127758026,1769.3046481609344
51335.34630393982,1786.9444461762905
50873.0426864624,1806.629981458187
50011.96739578247,1792.8586039543152
49513.62654495239,1815.5813051462173
49611.68273353577,1797.3634405732155
49383.545207977295,1802.1532465219498
49621.78298950195,1794.8284316062927
49686.24397468567,1821.6440098285675
49402.63114643097,1815.8504049181938
48097.44099235535,1819.1454810500145
48188.667675971985,1816.3660479784012
47821.00010681152,1808.1381266117096
47197.33992099762,1816.6391507387161
47689.10203075409,1816.7872116565704
47197.37840270996,1799.3836773633957
47032.557273864746,1810.2298800349236
46862.99982833862,1809.1258161067963
47636.75704956055,1795.2155960202217
46921.707290649414,1803.6789945363998
46389.96911048889,1809.1300050020218
46758.99888801575,1806.6389100551605
46547.61700248718,1799.9367931485176
46553.26532936096,1805.4761671721935
45719.69148635864,1807.439891755581
44943.63911819458,1826.2506530880928
44693.9745388031,1801.8857988119125
44699.499629974365,1819.6219406425953
44473.925082206726,1795.864510834217
44611.45728302002,1790.1857678294182
44073.70996379852,1806.1922022104263
44522.992440223694,1776.2182077765465
43563.081926345825,1791.5423418283463
44294.847783088684,1798.906227171421
43182.38353919983,1811.4368072152138
42849.23201274872,1814.087067246437
42679.41375923157,1827.010400056839
44175.65941429138,1796.4496569037437
44391.40822315216,1789.4433380961418
43204.60803127289,1796.86865401268
42688.973054885864,1804.1202132105827
43180.61368370056,1790.0228575468063
42988.92799663544,1807.9626393914223
